# v_cm v_tan, v_rad n_tot x_cm y_cm z_cm
268.274414 163.312073 -118.649200 12844.000000 -247.042847 -58.129707 363.549194
426.412567 114.984039 -91.477951 7331.000000 484.462891 83.769516 489.265320
804.132385 42.868191 -110.336014 8678.000000 344.652039 229.723694 33.461090
132.273621 85.149406 -112.275398 7804.000000 -52.122707 -193.880585 165.908051
964.101501 36.991314 -47.201454 9829.000000 -490.858734 162.548492 295.067535
156.133499 30.522821 -90.944534 8063.000000 -211.755493 431.934570 -423.244385
334.556976 24.251530 -94.786636 9372.000000 33.755196 -100.762146 -167.092224
352.308258 67.195885 -14.853752 7812.000000 -441.300964 125.682663 -291.488098
439.573334 34.869007 -80.053040 7151.000000 475.390076 -174.146667 -204.340942
756.732849 122.798218 -37.945526 7651.000000 352.073486 170.236633 121.148911
557.557678 22.042130 -72.543007 9560.000000 -102.086372 1.942357 -273.489166
401.002502 32.506489 -64.875885 7055.000000 363.546051 344.703064 252.100769
517.869568 57.988163 -47.357300 6288.000000 126.250626 -290.261230 -296.711121
339.396240 223.366013 -108.825401 10915.000000 84.241577 -13.874314 -148.720123
386.872711 108.902733 -89.095497 8449.000000 256.677338 -384.238464 -460.835876
448.082947 39.658997 -158.340652 8091.000000 217.561066 436.670746 -76.495964
194.625488 52.428009 -55.428375 9824.000000 334.203491 -152.836151 118.677872
384.956970 19.627487 -183.720734 9974.000000 -175.049347 -167.685699 -318.611023
378.446533 79.191063 -74.203300 9379.000000 96.829590 70.374687 -334.386932
404.571625 173.919373 -131.293762 11271.000000 -98.531525 -69.229767 -30.507111
559.378662 108.013176 -20.399181 8002.000000 -162.665314 -345.028137 -398.053528
750.631042 96.609604 -59.125671 8196.000000 -460.040710 368.594360 324.535217
256.897156 126.168633 -151.819183 9046.000000 -89.029007 -222.994934 -18.355671
494.504272 96.453697 -64.184334 13865.000000 23.500710 -218.747955 148.642609
404.562195 120.329521 -17.123100 10630.000000 120.783325 137.878571 -407.606781
78.939201 30.090456 -92.604881 9143.000000 294.121704 -16.249014 13.452047
574.289917 30.663559 -94.594444 9838.000000 355.480286 362.236267 5.131303
745.947998 111.611702 -45.648331 6311.000000 141.079590 -30.139961 274.814850
794.552979 161.476761 -54.085461 11661.000000 355.947083 169.257065 471.795929
497.649658 103.573158 -160.242874 8667.000000 -25.409496 -212.714539 -210.930725
313.034027 71.526985 -13.882225 9645.000000 -379.805206 265.966858 -177.363068
133.763412 68.801910 -256.987122 11152.000000 -494.731873 4.005380 -51.131397
497.430573 163.898621 -220.175247 8830.000000 315.596161 241.612656 -421.400482
352.488861 104.429161 -154.412369 8545.000000 236.511383 -396.638000 -364.420288
724.964478 151.273254 -4.625237 8825.000000 -50.514885 402.159668 2.175155
400.498108 80.199997 -155.001587 7963.000000 75.045235 408.134644 -17.650490
258.157623 113.651016 -115.665497 7863.000000 -479.299500 -28.827744 482.810303
586.130981 212.855469 -94.632278 9052.000000 -482.158630 329.242432 -326.506042
487.741058 34.454964 -160.014130 7284.000000 -210.369583 137.736145 109.413834
655.779907 69.581337 -108.899384 9048.000000 -133.079285 -213.484406 44.869774
655.536499 89.753136 -76.577400 8610.000000 -49.742577 309.030457 236.741943
320.812775 118.113861 -24.743439 7242.000000 -477.693176 -157.062988 390.214111
263.125031 70.391273 -61.323723 9718.000000 433.775818 -204.388885 409.611115
650.690002 20.015619 -69.379303 10689.000000 -113.231598 -227.468643 358.082764
62.830887 155.266769 -76.236328 13246.000000 -44.340191 317.899719 -55.687256
478.870575 15.888619 -10.251686 8594.000000 246.977341 47.859444 358.251770
180.187454 40.310696 -30.671432 10750.000000 -413.457275 218.741501 262.877167
619.667725 106.055679 -40.973560 9779.000000 440.852844 328.837860 -113.265625
361.811859 78.809601 -213.849426 10950.000000 454.119080 201.548462 -90.978180
759.843506 23.941988 -27.116798 6850.000000 138.955017 447.833435 -172.390747
406.741211 228.832214 -31.829464 12027.000000 466.249756 -153.247345 -217.926880
572.206604 331.062836 -185.967590 9892.000000 152.445190 -53.745880 -18.301617
848.682312 401.213196 -169.185730 10049.000000 -330.957062 -104.537598 169.943573
280.027496 58.331623 -77.735260 8646.000000 59.111298 -202.857330 -62.796837
474.055328 448.257019 -297.217224 7199.000000 361.934204 -259.076416 -142.731186
356.524994 190.428940 -11.843384 9996.000000 171.556473 491.200989 -137.044769
294.977448 41.409027 -22.005959 7280.000000 -5.263978 -297.178467 -345.779633
265.500458 107.925392 -48.215752 8927.000000 198.906372 -10.436044 399.050201
475.549347 36.933876 -106.430168 6972.000000 -124.842056 -409.947937 -291.502502
415.984894 30.693068 -122.545059 8296.000000 392.365509 438.461090 -276.588989
410.438904 147.604675 -197.970047 11390.000000 -192.319778 252.905853 312.276672
337.926086 185.145905 -184.171005 11589.000000 -145.896637 -242.592834 424.333008
216.820999 190.580551 -202.019516 8807.000000 -377.370361 58.877750 13.222796
322.444763 45.175289 -26.778198 7591.000000 -100.957306 274.305359 -76.187927
